backbone_id,mean_plddt_base,mean_plddt_marslike,sequence_recovery_pct_base,sequence_recovery_pct_marslike,surface_MC_abs_distance_base,surface_MC_abs_distance_marslike,surface_STNQDE_abs_distance_base,surface_STNQDE_abs_distance_marslike,tm_score_base,tm_score_marslike,usalign_rmsd_base,usalign_rmsd_marslike
7,96.11233075459798,95.1861302057902,46.84684684684684,49.18918918918919,0.011928361477672166,0.011940737486065634,0.1066609709239613,0.07627941004724904,0.8043033333333334,0.7610033333333334,4.206666666666667,4.22
14,85.23467580477397,90.24358193079631,6.079664570230608,11.740041928721174,0.0822784810126582,0.0780856088952578,0.42380241129569535,0.4132575886815199,0.5892266666666667,0.6207866666666666,3.5666666666666664,3.78
26,95.29007275899251,94.10233696301778,48.18594104308389,49.77324263038548,0.032258064516129,0.025689089953935165,0.02533317646969473,0.033300302282251504,0.79825,0.69278,3.3366666666666664,1.7133333333333336
49,83.73133341471355,76.63970987002055,37.09677419354839,36.37992831541219,0.024492632749513465,0.011462807855281767,0.09269884085164837,0.0406556040309215,0.88374,0.6912366666666667,2.1766666666666663,3.93
60,95.70138057072957,95.70277531941731,42.09039548022599,45.48022598870057,0.019047619047619,0.010030800522470533,0.03730639671456056,0.0649855985898245,0.9716366666666666,0.9728466666666667,1.1933333333333334,1.2433333333333334
62,76.19841694831848,73.83757829666138,46.766169154228855,47.2636815920398,0.022691197691197634,0.022014161549045203,0.0434343434343434,0.027719050974864903,0.9352433333333333,0.9255466666666666,1.04,1.0166666666666666
76,53.19868524869283,48.44736953576406,14.285714285714286,14.285714285714285,0.014925373134328299,0.0031642692105274335,0.1110081401272504,0.27884799297596286,0.35344,0.35052,3.7300000000000004,3.1333333333333333
95,96.17435534795125,95.83581884702046,49.230769230769226,50.0,0.04003637741073813,0.0367407930789502,0.07864128856899083,0.07846369909018737,0.9861366666666668,0.9838233333333334,0.7466666666666667,0.8233333333333334
115,96.18395368258159,95.79626520474751,51.20405576679341,51.71102661596958,0.027777777777777696,0.018031816500184934,0.07811016144349471,0.0390275551170852,0.9748899999999999,0.97627,0.85,1.0999999999999999
128,87.08955645561218,84.72014268239339,34.047619047619044,35.714285714285715,0.04347826086956521,0.02912353347135953,0.06562538058701733,0.08240165631469974,0.9874700000000001,0.97734,0.5,0.7600000000000001
146,79.03268138567607,93.90927950541179,36.36363636363637,41.59779614325069,0.0008938070862189667,0.0009545187322964666,0.04822643781993371,0.07091977980866866,0.8638233333333334,0.9091133333333333,1.5399999999999998,1.2266666666666666
153,66.71313047409058,74.14802511533101,44.8559670781893,43.62139917695473,0.0384567953935323,0.026098901098901065,0.051014067939706066,0.04716117216117213,0.7643033333333333,0.8028,1.8033333333333335,1.4433333333333334
154,93.11081369717915,91.20973745981853,45.89371980676329,51.690821256038646,0.010752688172043,0.0004061295811622334,0.0601361912722361,0.025999123737733634,0.9828166666666668,0.9542066666666668,0.71,1.1366666666666667
161,95.60064474741618,96.54728770256042,51.018744906275465,51.507742461287684,0.0063694267515923,0.00015711916646670806,0.056415963157941264,0.045901933559701104,0.9732933333333333,0.9763100000000001,1.38,0.94
168,96.33588592211406,93.22677254676819,37.53753753753754,43.24324324324325,0.02165173206990073,0.017005258734582,0.11186596628557689,0.1831008590407087,0.8465599999999999,0.8209233333333333,1.6766666666666665,2.27
173,94.57992513974507,94.86518104871114,47.67137624280482,48.822605965463104,0.034704326711712606,0.0301978494149901,0.03988028262672657,0.007521374560563233,0.9731933333333332,0.9673666666666666,1.4466666666666665,1.5
193,94.74106629689534,94.56334710121155,44.152046783625735,46.19883040935673,0.0341880341880341,0.024778419460298632,0.0963061833344852,0.0417268806548988,0.9627500000000001,0.9619533333333333,0.9833333333333334,1.0133333333333334
219,80.78322609265645,77.30101943016052,41.84914841849149,38.929440389294406,0.0253164556962025,0.0253164556962025,0.06830369471257276,0.09537497901078801,0.7846500000000001,0.8269500000000001,2.4133333333333336,2.21
226,94.38250660896301,94.90283131599426,49.61240310077519,49.61240310077519,0.0744428639165481,0.06553973001341419,0.09384542437174011,0.0635508990772148,0.9460500000000001,0.94094,1.1133333333333333,1.09
233,87.05696860949199,84.67610478401184,29.156118143459917,33.71308016877637,0.016485521411629765,0.014271691218705466,0.22256427810178522,0.17203398692675398,0.6656133333333333,0.65476,2.733333333333333,2.7900000000000005
238,95.985080798467,95.75476050376892,42.91187739463603,45.21072796934866,0.0104166666666666,0.0038870692617831997,0.046072180140328635,0.0550620908458437,0.9642133333333334,0.9731833333333334,1.1633333333333333,1.09
240,94.53201691309611,93.94452571868896,48.34437086092715,50.19867549668874,0.007170502453521267,0.005351233481593667,0.07827523589097407,0.053549461782737895,0.9011033333333334,0.85983,3.1266666666666665,3.693333333333334
250,85.09910901387532,82.62745141983032,45.05050505050505,45.05050505050506,0.0275862068965517,0.0275862068965517,0.014517705468585934,0.030114830966099366,0.9518233333333334,0.9447733333333334,1.6633333333333333,1.54
264,92.5810734430949,95.11162042617798,48.21092278719397,46.704331450094166,0.0581395348837209,0.04530901448990934,0.056709972246147905,0.0424080070650573,0.97843,0.96626,0.81,1.03
265,62.98513015111288,62.05835541089376,17.857142857142858,23.015873015873016,0.05484235703413783,0.05479280650513524,0.27929920353055815,0.2232077968379338,0.5117366666666666,0.5282166666666667,2.9499999999999997,2.5966666666666662
268,84.32485858599345,85.09745597839355,35.99067599067599,38.83449883449884,0.006580101072903167,0.005637054736722633,0.19625472789425105,0.09994592174957233,0.8271033333333334,0.8236333333333334,3.66,3.5666666666666664
269,96.60813808441162,95.32891114552815,52.398523985239855,55.47355473554736,0.0102917725868545,0.005032076683622367,0.036907948133288467,0.015816844044491768,0.9847800000000001,0.97548,0.8300000000000001,0.8966666666666666
291,72.46280312538147,71.38670086860657,34.48275862068966,37.16475095785441,0.0223839462337611,0.038066129480411166,0.0440236262552497,0.0520514957858664,0.76699,0.7518666666666668,1.9400000000000002,1.4033333333333333
298,95.59759696324666,96.53930068016052,40.725806451612904,42.876344086021504,0.040983606557377,0.026588621915215067,0.11261999545509671,0.024211927832292302,0.9770300000000001,0.9763933333333332,0.98,0.9933333333333333
312,89.39681649208069,92.86609689394633,40.26402640264026,43.8943894389439,0.0134583934583934,0.009793814432989668,0.061976911976911936,0.09841924398625423,0.9078066666666667,0.8999199999999999,1.64,1.61
321,89.0185574690501,90.8482809861501,34.883720930232556,39.34108527131783,0.0141843971631205,0.0069543828552391,0.09960138737899256,0.08250284807019394,0.6027133333333333,0.6352333333333333,2.52,2.4066666666666667
356,84.75259343783061,82.06747372945149,26.300366300366303,36.92307692307693,0.0856481481481481,0.08329684146309874,0.226388517510737,0.13424171601780382,0.21241,0.21402000000000002,7.07,6.45
358,96.82462612787883,96.51024738947551,53.53200883002207,53.53200883002208,0.015783652740174434,0.013762804391829699,0.0599387729822512,0.05263243983724874,0.9797433333333334,0.9816699999999999,0.9166666666666666,0.93
369,86.93128824234009,88.29254905382793,36.49122807017544,42.22222222222222,0.012241669433354035,0.012931594699550466,0.13783056396596985,0.118223836732124,0.6644266666666666,0.6756966666666667,2.29,2.49
370,96.51788671811421,92.71109104156494,36.93693693693694,43.39339339339339,0.04,0.0317328737055083,0.23161374594640718,0.19585489796548416,0.8499633333333333,0.8899,1.4433333333333334,1.8166666666666667
376,92.8223470846812,92.19613671302795,40.93067426400759,44.491927825261165,0.041379310344827565,0.03834261873180513,0.07956757435090193,0.07571864695134532,0.86919,0.87669,3.25,2.9466666666666668
384,82.20398426055908,80.606609582901,25.19685039370079,34.645669291338585,0.020123028864851036,0.016980136158851532,0.08885885733062167,0.10019428446381073,0.57685,0.5692333333333334,2.2466666666666666,2.1566666666666667
391,97.45484590530396,96.73203428586324,48.776758409785934,46.94189602446483,0.014885020657516334,0.0148826113500026,0.05393550045502501,0.09253729362425005,0.9854600000000001,0.9869233333333334,0.6666666666666666,0.6366666666666667
398,96.55686815579732,96.01326584815979,44.62719298245614,44.51754385964912,0.011549491419097467,0.011560564880440034,0.08582022673298384,0.07522408307877247,0.89593,0.8671466666666667,2.2133333333333334,2.59
410,92.74813135464986,89.38830693562825,43.908045977011504,47.66283524904215,0.007880685761754033,0.007641686924555399,0.14651113810033684,0.18192807635038707,0.7530866666666668,0.7291233333333333,2.0866666666666664,2.0033333333333334
413,92.41528312365215,91.7356789112091,44.41512752858399,45.778364116094984,0.013839328850366333,0.013917994562798132,0.089525338531961,0.05406924688262651,0.9545533333333333,0.9510433333333334,2.14,2.24
415,86.65678699811299,83.69051814079285,42.129629629629626,45.60185185185185,0.010413795815811333,0.013297051103906068,0.06647834258876646,0.0636264367720004,0.9433466666666667,0.7774066666666667,1.6233333333333333,2.853333333333333
424,94.83653903007507,95.19439935684204,43.311258278145694,46.09271523178808,0.017091896999763732,0.014131307483608866,0.027564539869614397,0.020692117954671133,0.8595,0.8678633333333333,1.6733333333333331,1.82
428,94.00071303049724,90.42530655860901,41.77215189873417,43.178621659634324,0.006250335318418366,0.00014057757205598455,0.17621902610739493,0.11161405053056717,0.97535,0.9504666666666667,1.03,1.55
450,96.57781720161438,94.6973979473114,52.23367697594502,49.3127147766323,0.017391304347826,0.014441451840451367,0.025665147633110966,0.10029578826029335,0.8655866666666667,0.86225,1.5133333333333334,1.3666666666666665
455,77.13255286216736,70.49365441004436,32.64367816091954,38.62068965517241,0.021871614301191705,0.017479152515835,0.13483466978954464,0.13873538265764998,0.61485,0.5241933333333333,3.926666666666667,4.2
457,88.02539110183716,87.86855538686116,44.495944380069524,45.77056778679026,0.007094550106288899,0.004463358537035766,0.015532280613391666,0.0157774477553472,0.56292,0.54494,4.066666666666666,3.69
462,94.95925704638164,94.51801776885986,40.0278940027894,43.86331938633194,0.01933445858827383,0.0137493077199353,0.21630187634561313,0.18514852900315917,0.8770700000000001,0.8791333333333333,2.1633333333333336,2.4766666666666666
471,77.96982725461324,88.57495188713074,23.55889724310777,26.31578947368421,0.0581395348837209,0.04598625893919673,0.07058911170707187,0.09064484557294271,0.8572799999999999,0.8390566666666667,1.9799999999999998,1.9833333333333332
475,68.55667630831401,70.52857279777527,31.212121212121207,37.57575757575758,0.02111444277861067,0.015968334607511833,0.09832583708145924,0.03579414206679977,0.5008466666666667,0.5360033333333334,3.0,2.8633333333333333
497,89.02191519737244,88.58358860015869,35.73573573573574,41.44144144144144,0.0094786729857819,0.0033620753432206003,0.20806369859204757,0.18355922811774808,0.8002600000000001,0.8654433333333333,3.6,2.86
512,97.09085822105408,96.8924880027771,47.16870986573264,48.102743724460005,0.014180380724553465,0.017037873499826432,0.04815272056909973,0.017382782048767333,0.9838999999999999,0.9763166666666666,1.0833333333333333,1.34
513,96.56492869059245,95.48657536506653,44.0,47.53846153846154,0.020833333333333266,0.018217543826063068,0.12590267309401929,0.0930152140936454,0.9485133333333332,0.9472733333333334,1.4933333333333334,1.6600000000000001
556,88.17382256189983,86.18663350741069,35.06944444444444,36.80555555555556,0.04877428542365977,0.045634715174944995,0.04046464127148793,0.026718254304461165,0.85446,0.8203833333333334,2.3733333333333335,2.6366666666666667
563,94.52326496442159,93.18254192670186,43.51215038972948,47.86795048143053,0.024366923974634733,0.0207446916991189,0.06643943074936033,0.026670936666511866,0.8720033333333334,0.89079,2.8200000000000003,2.58
615,97.03939159711202,96.92525664965312,46.549707602339176,47.719298245614034,0.016,0.010750330687830668,0.08241535547785543,0.06526355820105813,0.9082133333333333,0.91967,1.2266666666666668,1.43
626,95.10608712832133,94.6122686068217,49.57805907172996,50.070323488045005,0.0219780219780219,0.014809459591243199,0.07469489452961693,0.08632144988881225,0.9467599999999999,0.9503066666666666,1.0133333333333334,1.3533333333333333
641,48.87910485267639,52.40394870440165,22.07379134860051,26.52671755725191,0.013130007551961332,0.013062893609243266,0.0331194500627685,0.06061426347966924,0.38323666666666667,0.4127066666666666,6.239999999999999,5.859999999999999
646,77.15407212575276,84.22852158546448,14.545454545454545,21.515151515151516,0.0555555555555555,0.0460905084648692,0.40959801892523595,0.3552240217510893,0.42030666666666666,0.48952333333333337,3.5566666666666666,2.7133333333333334
668,93.49252978960673,93.40526858965556,31.23123123123123,37.23723723723724,0.0192307692307692,0.0192307692307692,0.2461624309118978,0.12816884153342104,0.7106533333333332,0.7155666666666667,2.1266666666666665,2.0066666666666664
690,78.15635402997334,86.66275143623352,51.88172043010752,55.913978494623656,0.0057133838383838,0.00045754366406536664,0.03508250609543707,0.06381921218877736,0.8844099999999999,0.8958200000000001,1.7933333333333332,1.3933333333333333
701,89.34124906857808,89.76720770200093,45.391705069124434,48.31029185867896,0.013532942784669167,0.012394044022761367,0.029000687121252866,0.03146026014121064,0.9234833333333333,0.7142900000000001,1.7566666666666666,4.023333333333333
711,77.2429347038269,74.76247549057007,40.833333333333336,42.22222222222222,0.02415458937198067,0.014673956469458432,0.08253968253968251,0.037564616799406036,0.9576133333333333,0.9513633333333334,0.9500000000000001,1.0733333333333333
713,58.405341704686485,62.512065966924034,24.637681159420293,28.502415458937197,0.0237124639309346,0.020712071618024967,0.11044071967607212,0.05877170156721487,0.4730733333333333,0.41322666666666663,2.38,2.1966666666666668
744,92.06646879514058,89.440123240153,36.17886178861789,38.61788617886179,0.0193798449612403,0.015528283222915232,0.11398293809493397,0.10685565381044364,0.5810966666666667,0.50564,5.863333333333333,4.406666666666667
747,69.96525724728902,79.4743259747823,21.222606689734718,31.83391003460208,0.022368032468564964,0.022421974738747935,0.23355849671222614,0.12960816050830803,0.35738000000000003,0.3643733333333334,2.706666666666667,1.9133333333333333
757,60.038975874582924,64.1974925994873,31.446540880503147,34.90566037735849,0.012674139487648499,0.012024939542244832,0.0517240305783411,0.03591223798877303,0.5765833333333333,0.5819066666666667,3.016666666666667,2.8433333333333333
763,96.01780374844869,95.41656772295634,47.04684317718941,47.657841140529534,0.0054347826086956,0.00011146379282541091,0.05642960363563463,0.09285836859386325,0.99038,0.9906566666666667,0.81,0.7933333333333333
773,72.482434908549,73.00625244776408,37.719298245614034,43.68421052631579,0.0092592592592592,0.0062610229276895335,0.018583398009440234,0.014863546404102668,0.9285233333333333,0.9178933333333333,1.8433333333333335,1.4833333333333334
799,93.21592052777608,92.11628039677937,48.790007806401256,51.522248243559716,0.0059249048723296,0.004324783891272767,0.0132350253661183,0.013125210657718699,0.74173,0.7720733333333333,4.07,4.06
816,94.80154315630595,94.12419398625691,48.24797843665768,50.85354896675651,0.016872026162024736,0.014925002266897332,0.011934469930714134,0.009004663341608467,0.9018700000000001,0.9284666666666667,2.8699999999999997,2.8699999999999997
824,94.7299857934316,92.73193875948589,47.441217150760714,49.72337482710927,0.0075757575757575,0.0036118106191018,0.17967750149913334,0.10174524350666596,0.83379,0.82248,2.12,2.35
865,91.31005207697551,90.93636870384216,41.333333333333336,43.48148148148149,0.0155642023346303,0.010375659842755033,0.040731360154471034,0.013832774786928034,0.8377166666666667,0.7761466666666667,3.26,3.453333333333333
918,74.90944067637126,75.2469817797343,36.56716417910448,40.547263681592035,0.012980093043384133,0.012958266562774034,0.10318484258357667,0.09371774798218135,0.6660266666666667,0.6636133333333333,3.31,3.5500000000000003
970,65.30456344286601,78.87072165807088,32.97872340425532,35.46099290780142,0.0449438202247191,0.04128081656171543,0.1763040627290242,0.2368922804926713,0.54568,0.5051333333333333,3.44,3.6300000000000003
1031,77.69687573115031,85.67918141682942,23.88451443569554,35.17060367454068,0.04385964912280701,0.025606714916584134,0.1551194136481647,0.09611601991515477,0.47898666666666667,0.46466999999999997,2.733333333333333,3.2266666666666666
1041,95.73925137519836,96.38930360476176,52.47524752475247,53.333333333333336,0.015020197786309033,0.0133563479578753,0.06293083607334256,0.04819068326529463,0.6791133333333333,0.5710933333333333,6.68,6.366666666666667
1061,96.53658469518025,96.77218596140544,45.370370370370374,47.37654320987654,0.02527522597695937,0.023600441622391697,0.08010127808164363,0.055531036788569965,0.87669,0.8365366666666668,2.8733333333333335,3.4
1072,96.3877002398173,96.16344571113586,49.43977591036414,50.56022408963585,0.016525039690177264,0.0073654368030012666,0.04014130619635197,0.0156599601904039,0.9758133333333333,0.97064,0.98,1.1033333333333333
1136,96.32870554924011,95.23710608482361,36.18382780686446,42.40837696335078,0.0196078431372549,0.0173669404489249,0.050870860715219235,0.03323099957018567,0.92426,0.8072,2.49,3.0233333333333334
1198,92.15107957522075,88.17685842514038,34.84224965706448,37.72290809327846,0.0197368421052631,0.015336354130358965,0.03422571624746523,0.025619072348634503,0.8438333333333333,0.7935933333333333,2.6999999999999997,2.4499999999999997
1209,89.69305753707886,88.62271507581075,40.856342537014804,43.17727090836335,0.0260416666666666,0.022405853619088867,0.12649031239207728,0.07197832572832567,0.9322966666666668,0.8945633333333333,2.6,2.8833333333333333
1216,93.11275283495586,91.46905740102132,47.22222222222223,50.0,0.040191522051316035,0.036816910270472465,0.08603196229943823,0.06733328231682946,0.9764233333333333,0.96371,1.43,1.6199999999999999
1240,95.04404067993164,94.34719284375508,49.100071994240466,50.82793376529878,0.017221938107628232,0.017352113923770233,0.06954662569964733,0.031625805594312634,0.9803233333333333,0.9787266666666667,1.1833333333333333,1.2433333333333334
1241,95.30088305473328,93.95706653594972,38.91547049441786,43.859649122807014,0.03907977796968454,0.03892771198596437,0.04701221515656387,0.033363265644819,0.9680399999999999,0.9714633333333333,1.0066666666666666,0.9666666666666667
1267,95.28141419092815,94.64986721674602,55.219454329774614,58.30367734282325,0.010948905109489001,0.010948905109489001,0.0150376680978525,0.04004174148512594,0.94579,0.9119233333333333,2.0666666666666664,2.81
